id,lat,lon,user,uid,version,changeset,timestamp
4951789717,36.1521408,-86.7234577,DannyAiquipa,2226712,1,50046107,2017-07-04T23:19:00Z
4951789732,36.1514001,-86.7238413,DannyAiquipa,2226712,1,50046107,2017-07-04T23:19:00Z
4951789747,36.1514882,-86.7222456,DannyAiquipa,2226712,1,50046107,2017-07-04T23:19:00Z
4951789762,36.1528598,-86.7225029,DannyAiquipa,2226712,1,50046107,2017-07-04T23:19:00Z
4951789777,36.1529329,-86.7222729,DannyAiquipa,2226712,1,50046107,2017-07-04T23:19:01Z
4951806611,36.1456638,-86.6657527,calfarome,2511706,1,50046492,2017-07-04T23:49:26Z
4951825450,36.1021966,-86.8269273,DannyAiquipa,2226712,1,50046796,2017-07-05T00:21:28Z
4951825465,36.1026506,-86.8372209,DannyAiquipa,2226712,1,50046796,2017-07-05T00:21:28Z
4974261227,36.1903815,-86.6418564,BigDaneDaddy,6330143,1,50336647,2017-07-16T22:57:47Z
4974261242,36.1910829,-86.6401076,BigDaneDaddy,6330143,1,50336647,2017-07-16T22:57:48Z
4976234665,36.1268980,-86.8381241,samely,2512300,1,50364521,2017-07-17T22:04:44Z
4976234680,36.1274581,-86.8374761,samely,2512300,1,50364521,2017-07-17T22:04:44Z
4976234695,36.1280869,-86.8379780,samely,2512300,1,50364521,2017-07-17T22:04:45Z
4976234710,36.1286490,-86.8381132,Timothy Smith,115918,2,83339577,2020-04-10T05:47:09Z
4976234925,36.1301888,-86.8373269,samely,2512300,1,50364521,2017-07-17T22:04:45Z
4976234940,36.1266034,-86.8347117,samely,2512300,1,50364521,2017-07-17T22:04:45Z
4976242213,36.1294925,-86.8375765,samely,2512300,1,50364711,2017-07-17T22:14:05Z
4976242928,36.1291917,-86.8376782,samely,2512300,1,50364711,2017-07-17T22:14:06Z
4976242943,36.1289777,-86.8372550,samely,2512300,1,50364711,2017-07-17T22:14:06Z
4976242958,36.1290316,-86.8364858,samely,2512300,1,50364711,2017-07-17T22:14:06Z
4976242973,36.1292054,-86.8365849,samely,2512300,1,50364711,2017-07-17T22:14:06Z
4976242988,36.1294772,-86.8364125,samely,2512300,1,50364711,2017-07-17T22:14:07Z
4976243003,36.1297783,-86.8366730,samely,2512300,1,50364711,2017-07-17T22:14:07Z
4976243018,36.1296147,-86.8370780,samely,2512300,1,50364711,2017-07-17T22:14:07Z
4976243033,36.1296273,-86.8370035,samely,2512300,1,50364711,2017-07-17T22:14:07Z
4976243048,36.1294096,-86.8371959,samely,2512300,1,50364711,2017-07-17T22:14:07Z
4976243063,36.1295672,-86.8372420,samely,2512300,1,50364711,2017-07-17T22:14:08Z
4976243078,36.1290712,-86.8356746,samely,2512300,1,50364711,2017-07-17T22:14:08Z
4976243093,36.1288992,-86.8351386,samely,2512300,1,50364711,2017-07-17T22:14:08Z
